beta,day,prop_infected
0.88,35,0.009241823338070027
0.88,36,0.00744269785401492
0.88,37,0.005993489622612181
0.88,38,0.004826257268806015
0.88,39,0.0038862098873200506
0.88,40,0.003129176634350649
0.88,41,0.0025195577508342077
0.88,42,0.002028667454568555
0.88,43,0.0016333950253642517
0.88,44,0.0013151237828266838
0.88,45,0.0010588587879199996
0.88,46,0.0008525232885528083
0.88,47,0.0006863914705516252
0.88,48,0.0005526312372810471
0.88,49,0.00044493575968675435
0.88,50,0.00035822661569898844
0.88,51,0.00028841464398925295
0.88,52,0.00023220731388285865
0.88,53,0.00018695357804517478
0.88,54,0.00015051892371213406
0.88,55,0.00012118475051762316
0.88,56,9.756734260828721e-05
0.88,57,7.855262194654325e-05
0.88,58,6.324361085147463e-05
0.88,59,5.091812923431607e-05
0.88,60,4.0994733416911046e-05
0.88,61,3.300529132032797e-05
0.88,62,2.65729013019217e-05
0.88,63,2.1394113631783408e-05
0.88,64,1.722461633551124e-05
0.88,65,1.3867710406563794e-05
0.88,66,1.1165030880254024e-05
0.88,67,8.989076146009536e-06
0.88,68,7.237193137254236e-06
0.88,69,5.826734693210245e-06
0.88,70,4.6911606675724975e-06
0.88,71,3.776898869816203e-06
0.88,72,3.040817763453716e-06
0.88,73,2.4481917011290056e-06
0.88,74,1.9710627093763827e-06
0.88,75,1.586921541606551e-06
0.88,76,1.2776457784881755e-06
0.88,77,1.0286448806142956e-06
0.88,78,8.281718610610508e-07
0.88,79,6.66769105623295e-07
0.88,80,5.368221968928581e-07
0.88,81,4.3220069343563973e-07
0.88,82,3.4796891746231413e-07
0.88,83,2.8015310707958173e-07
0.88,84,2.2555394825164833e-07
0.88,85,1.8159564243126334e-07
0.88,86,1.4620438942785147e-07
0.88,87,1.1771055277747386e-07
0.88,88,9.476989213008124e-08
0.88,89,7.63001466803527e-08
0.88,90,6.142997787421663e-08
0.88,91,4.9457862688839493e-08
0.88,92,3.981899821606766e-08
0.88,93,3.205865622394616e-08
0.88,94,2.5810730657966795e-08
0.88,95,2.078046602821684e-08
0.88,96,1.6730551868057786e-08
0.88,97,1.3469927249390115e-08
0.88,98,1.0844767190531359e-08
0.88,99,8.731225726796808e-09
0.9,0,0.0005
0.9,1,0.00129955
0.9,2,0.0025666898221355003
0.9,3,0.004642760774427348
0.9,4,0.008096809734427885
0.9,5,0.013871421582781394
0.9,6,0.023504372572943473
0.9,7,0.039433415883371375
0.9,8,0.0653234075034685
0.9,9,0.10614733269127442
0.9,10,0.16727833678918635
0.9,11,0.25117751553532164
0.9,12,0.35060977523246184
0.9,13,0.44217998615839893
0.9,14,0.4933395069580451
0.9,15,0.48846241706771126
0.9,16,0.44241992861529184
0.9,17,0.3801609553862574
0.9,18,0.31769471580443676
0.9,19,0.26161559955041847
0.9,20,0.21367988514592906
0.9,21,0.17368405819782257
0.9,22,0.14074637886820418
0.9,23,0.11382725383628783
0.9,24,0.09193071269782593
0.9,25,0.07417447316471877
0.9,26,0.059805786391699284
0.9,27,0.04819544376070364
0.9,28,0.03882385484687724
0.9,29,0.03126522602432463
0.9,30,0.025172391243322677
0.9,31,0.020263274404459602
0.9,32,0.016309247828710946
0.9,33,0.013125333944028709
0.9,34,0.010562067915593588
0.9,35,0.00849879873353728
0.9,36,0.006838207444424906
0.9,37,0.005501840290208443
0.9,38,0.004426479942784906
0.9,39,0.0035612042094589464
0.9,40,0.002865005982018975
0.9,41,0.002304869798482447
0.9,42,0.0018542189425198316
0.9,43,0.001491662652346669
0.9,44,0.0011999860403388869
0.9,45,0.00096533608072898
0.9,46,0.0007765658471571195
0.9,47,0.0006247063886656866
0.9,48,0.0005025414985552422
0.9,49,0.0004042653926639016
0.9,50,0.0003252071721768714
0.9,51,0.00026160906773593166
0.9,52,0.0002104479841440875
0.9,53,0.0001692919014543202
0.9,54,0.0001361843311418883
0.9,55,0.00010955135068868715
0.9,56,8.812680742785746e-05
0.9,57,7.089214249864347e-05
0.9,58,5.7027978384248124e-05
0.9,59,4.5875171196162095e-05
0.9,60,3.690347783040829e-05
0.9,61,2.9686349498698835e-05
0.9,62,2.3880653982171584e-05
0.9,63,1.9210363011268554e-05
0.9,64,1.545342951628276e-05
0.9,65,1.2431231038682621e-05
0.9,66,1.0000077526059581e-05
0.9,67,8.044379836054943e-06
0.9,68,6.4711542017083095e-06
0.9,69,5.205601408792592e-06
0.9,70,4.187550519918527e-06
0.9,71,3.3685980767465634e-06
0.9,72,2.7098067728199794e-06
0.9,73,2.17985418615773e-06
0.9,74,1.7535435566677265e-06
0.9,75,1.4106058054866563e-06
0.9,76,1.1347358395823453e-06
0.9,77,9.128173235042794e-07
0.9,78,7.34299060501612e-07
0.9,79,5.906933332891584e-07
0.9,80,4.751723531894009e-07
0.9,81,3.8224363086869957e-07
0.9,82,3.074888341722836e-07
0.9,83,2.4735371703525307e-07
0.9,84,1.989791316112236e-07
0.9,85,1.600650890586292e-07
0.9,86,1.2876140572363476e-07
0.9,87,1.035797354637017e-07
0.9,88,8.332280566313649e-08
0.9,89,6.702749244492689e-08
0.9,90,5.3919028571065196e-08
0.9,91,4.33741668302466e-08
0.9,92,3.489154750313021e-08
0.9,93,2.806786101550024e-08
0.9,94,2.257867242380551e-08
0.9,95,1.816299602599241e-08
0.9,96,1.4610886691594622e-08
0.9,97,1.1753457936065296e-08
0.9,98,9.454852144798678e-09
0.9,99,7.605781167985518e-09
0.92,0,0.0005
0.92,1,0.0013195400000000001
0.92,2,0.002634940521402656
0.92,3,0.004817282980966922
0.92,4,0.00849251699912758
0.92,5,0.014708979641902993
0.92,6,0.025193729329365134
0.92,7,0.04270432980396353
0.92,8,0.07139325085038971
0.92,9,0.1168289405981712
0.92,10,0.18470314814746536
0.92,11,0.27646846066040615
0.92,12,0.38107387756876765
0.92,13,0.46920801023306524
0.92,14,0.5068058753525913
0.92,15,0.48615716327452146
0.92,16,0.43026610544453714
0.92,17,0.36444371333109665
0.92,18,0.30191086801212386
0.92,19,0.24723259228174116
0.92,20,0.20116018755907517
0.92,21,0.1630493441111771
0.92,22,0.13184075708075943
0.92,23,0.10643578757884048
0.92,24,0.08583194096471794
0.92,25,0.06916265578177463
0.92,26,0.0556990704402652
0.92,27,0.04483748407977354
0.92,28,0.03608248761290682
0.92,29,0.029029946656832326
0.92,30,0.023351490762484474
0.92,31,0.018781041070231284
0.92,32,0.015103414134467771
0.92,33,0.012144833731086296
0.92,34,0.009765110713845237
0.92,35,0.007851241026871365
0.92,36,0.0063121890912208965
0.92,37,0.0050746511639537155
0.92,38,0.004079622870379743
0.92,39,0.0032796232362305657
0.92,40,0.0026364526761007093
0.92,41,0.002119384087722905
0.92,42,0.0017037045371450573
0.92,43,0.001369540305189948
0.92,44,0.0011009106887941958
0.92,45,0.0008849663066133322
0.92,46,0.0007113761132108743
0.92,47,0.0005718342046782234
0.92,48,0.0004596630796831901
0.92,49,0.0003694945392489269
0.92,50,0.00029701306234545307
0.92,51,0.00023874944482710087
0.92,52,0.00019191486951007658
0.92,53,0.00015426749402470047
0.92,54,0.000124005189040552
0.92,55,9.967930443231362e-05
0.92,56,8.01253431638212e-05
0.92,57,6.440722921813825e-05
0.92,58,5.177250483920335e-05
0.92,59,4.1616314378466425e-05
0.92,60,3.3452451914577155e-05
0.92,61,2.689008748523606e-05
0.92,62,2.1615058305750238e-05
0.92,63,1.737482968512427e-05
0.92,64,1.3966405899638588e-05
0.92,65,1.1226612423826765e-05
0.92,66,9.024284389566445e-06
0.92,67,7.253987367024007e-06
0.92,68,5.830969896604254e-06
0.92,69,4.687106155166687e-06
0.92,70,3.7676345320166057e-06
0.92,71,3.0285359875283166e-06
0.92,72,2.4344266923638894e-06
0.92,73,1.95686406347583e-06
0.92,74,1.5729851024939354e-06
0.92,75,1.2644118497691938e-06
0.92,76,1.016371554636398e-06
0.92,77,8.169894414071763e-07
0.92,78,6.5672021322541e-07
0.92,79,5.278910777175544e-07
0.92,80,4.243344172860962e-07
0.92,81,3.4109251849847e-07
0.92,82,2.741802247586309e-07
0.92,83,2.2039414945805296e-07
0.92,84,1.7715931583687372e-07
0.92,85,1.4240588155370425e-07
0.92,86,1.1447004624138177e-07
0.92,87,9.201439806639267e-08
0.92,88,7.396388593684877e-08
0.92,89,5.9454352070251083e-08
0.92,90,4.779116095058693e-08
0.92,91,3.8415944062033166e-08
0.92,92,3.087986832394998e-08
0.92,93,2.482214846981975e-08
0.92,94,1.9952774663270427e-08
0.92,95,1.6038628446165383e-08
0.92,96,1.2892322328051508e-08
0.92,97,1.0363228718928036e-08
0.92,98,8.330268720788446e-09
0.92,99,6.696115545572158e-09
0.9400000000000001,0,0.0005
0.9400000000000001,1,0.0013395300000000002
0.9400000000000001,2,0.0027039871767007085
0.9400000000000001,3,0.004995888093027075
0.9400000000000001,4,0.00890211994184568
0.9400000000000001,5,0.015585616059307427
0.9400000000000001,6,0.02698052890723554
0.9400000000000001,7,0.046196097083990965
0.9400000000000001,8,0.07791773293680423
0.9400000000000001,9,0.12833762912506003
0.9400000000000001,10,0.20336095401569462
0.9400000000000001,11,0.3029564699811647
0.9400000000000001,12,0.41137208705929845
0.9400000000000001,13,0.4932457907341632
0.9400000000000001,14,0.5153353885919632
0.9400000000000001,15,0.47995166684521584
0.9400000000000001,16,0.41647556676193404
0.9400000000000001,17,0.34867146626509443
0.9400000000000001,18,0.28683133774518
0.9400000000000001,19,0.23383168726900422
0.9400000000000001,20,0.18966577750295296
0.9400000000000001,21,0.15337848087223227
0.9400000000000001,22,0.12379657218959814
0.9400000000000001,23,0.09979286479816381
0.9400000000000001,24,0.08037254269525991
0.9400000000000001,25,0.06469089210177514
0.9400000000000001,26,0.052045042037858126
0.9400000000000001,27,0.04185692261616348
0.9400000000000001,28,0.03365449985628039
0.9400000000000001,29,0.027054108691560348
0.9400000000000001,30,0.021744882697973093
0.9400000000000001,31,0.017475488607070627
0.9400000000000001,32,0.014043041413355396
0.9400000000000001,33,0.011283951526501008
0.9400000000000001,34,0.009066425554671482
0.9400000000000001,35,0.007284354063377069
0.9400000000000001,36,0.005852347976895109
0.9400000000000001,37,0.004701718313051452
0.9400000000000001,38,0.003777226209349553
0.9400000000000001,39,0.003034459399880349
0.9400000000000001,40,0.002437716673634847
0.9400000000000001,41,0.0019583033608428684
0.9400000000000001,42,0.0015731588611891058
0.9400000000000001,43,0.0012637520773089756
0.9400000000000001,44,0.0010151928020362216
0.9400000000000001,45,0.0008155170553787119
0.9400000000000001,46,0.0006551124576178752
0.9400000000000001,47,0.0005262562866081064
0.9400000000000001,48,0.0004227441779480676
0.9400000000000001,49,0.0003395917178228719
0.9400000000000001,50,0.0002727946413717224
0.9400000000000001,51,0.00021913614151421542
0.9400000000000001,52,0.00017603204257160576
0.9400000000000001,53,0.0001414064041448915
0.9400000000000001,54,0.00011359157826946495
0.9400000000000001,55,9.124791544321458e-05
0.9400000000000001,56,7.329925816172163e-05
0.9400000000000001,57,5.888111884623584e-05
0.9400000000000001,58,4.7299048610899976e-05
0.9400000000000001,59,3.799519326972335e-05
0.9400000000000001,60,3.052142675285899e-05
0.9400000000000001,61,2.45177685379419e-05
0.9400000000000001,62,1.9695045973563552e-05
0.9400000000000001,63,1.582096667829696e-05
0.9400000000000001,64,1.2708930350191894e-05
0.9400000000000001,65,1.0209041205231959e-05
0.9400000000000001,66,8.200888218557921e-06
0.9400000000000001,67,6.587745464630762e-06
0.9400000000000001,68,5.291913236709491e-06
0.9400000000000001,69,4.250975562485673e-06
0.9400000000000001,70,3.414793865360128e-06
0.9400000000000001,71,2.7430919739754737e-06
0.9400000000000001,72,2.2035161629788822e-06
0.9400000000000001,73,1.7700767868001303e-06
0.9400000000000001,74,1.4218964471091637e-06
0.9400000000000001,75,1.142204398571478e-06
0.9400000000000001,76,9.17528757523004e-07
0.9400000000000001,77,7.370476053954793e-07
0.9400000000000001,78,5.920677319681247e-07
0.9400000000000001,79,4.756059113919696e-07
0.9400000000000001,80,3.820525425254928e-07
0.9400000000000001,81,3.0690145229315466e-07
0.9400000000000001,82,2.465328476067058e-07
0.9400000000000001,83,1.9803896136504498e-07
0.9400000000000001,84,1.5908399447310917e-07
0.9400000000000001,85,1.2779160774229337e-07
0.9400000000000001,86,1.0265454452014396e-07
0.9400000000000001,87,8.24620308610033e-08
0.9400000000000001,88,6.624145633522784e-08
0.9400000000000001,89,5.321152642664429e-08
0.9400000000000001,90,4.2744630017389816e-08
0.9400000000000001,91,3.433660932056136e-08
0.9400000000000001,92,2.7582476173448513e-08
0.9400000000000001,93,2.215690502146168e-08
0.9400000000000001,94,1.7798563000964598e-08
0.9400000000000001,95,1.4297522350181418e-08
0.9400000000000001,96,1.1485148843398831e-08
0.9400000000000001,97,9.225979205952523e-09
0.9400000000000001,98,7.411196270456469e-09
0.9400000000000001,99,5.953387592926e-09
0.96,0,0.0005
0.96,1,0.00135952
0.96,2,0.0027738297401016317
0.96,3,0.0051786225520934065
0.96,4,0.009325933322103897
0.96,5,0.016502637159329276
0.96,6,0.028868960982602686
0.96,7,0.04991973660511789
0.96,8,0.08492005766665313
0.96,9,0.14070611253522447
0.96,10,0.22324838741609204
0.96,11,0.3304554436383895
0.96,12,0.4409632221620219
0.96,13,0.5136865967130309
0.96,14,0.5190803465910659
0.96,15,0.470670619154398
0.96,16,0.4017519353855106
0.96,17,0.3332041138402619
0.96,18,0.27257846822471743
0.96,19,0.22141021369638578
0.96,20,0.17913605144270153
0.96,21,0.14458821879950523
0.96,22,0.11652571364254785
0.96,23,0.0938141241972005
0.96,24,0.07547573402743878
0.96,25,0.06069131641240274
0.96,26,0.04878481996797274
0.96,27,0.03920330514222018
0.96,28,0.0314970344515489
0.96,29,0.025301538838894997
0.96,30,0.02032218012922625
0.96,31,0.016321183811178905
0.96,32,0.013106903321135722
0.96,33,0.010525012291670641
0.96,34,0.008451321699248402
0.96,35,0.006785946079859714
0.96,36,0.00544857907258125
0.96,37,0.004374675291324814
0.96,38,0.003512369371202839
0.96,39,0.0028199927013023464
0.96,40,0.0022640736284398233
0.96,41,0.0018177280716615612
0.96,42,0.001459364992854263
0.96,43,0.0011716455409672003
0.96,44,0.0009406464216979245
0.96,45,0.0007551875869094744
0.96,46,0.0006062920751154738
0.96,47,0.00048675209380196627
0.96,48,0.00039078048986825856
0.96,49,0.00031373083237320543
0.96,50,0.00025187261784164594
0.96,51,0.00020221075432198877
0.96,52,0.00016234060959475913
0.96,53,0.0001303316215058043
0.96,54,0.00010463384534141734
0.96,55,8.400291992086579e-05
0.96,56,6.7439823458837e-05
0.96,57,5.414250480694966e-05
0.96,58,4.346704969643982e-05
0.96,59,3.4896502660742077e-05
0.96,60,2.8015835609140454e-05
0.96,61,2.249185139591526e-05
0.96,62,1.8057049528172362e-05
0.96,63,1.4496672907896654e-05
0.96,64,1.1638308472347647e-05
0.96,65,9.343538222867027e-06
0.96,66,7.501236392589273e-06
0.96,67,6.022188199024874e-06
0.96,68,4.834769613360614e-06
0.96,69,3.881478950598894e-06
0.96,70,3.1161523294320335e-06
0.96,71,2.5017281642677524e-06
0.96,72,2.0084524369535945e-06
0.96,73,1.6124378394576034e-06
0.96,74,1.2945070143533454e-06
0.96,75,1.0392638770522523e-06
0.96,76,8.343480484066677e-07
0.96,77,6.698362933453631e-07
0.96,78,5.377619799449358e-07
0.96,79,4.3172928848530713e-07
0.96,80,3.466034883262361e-07
0.96,81,2.7826228405328714e-07
0.96,82,2.2339618964985156e-07
0.96,83,1.7934826366152402e-07
0.96,84,1.4398544440015885e-07
0.96,85,1.1559525448874111e-07
0.96,86,9.280287257729716e-08
0.96,87,7.450455635615502e-08
0.96,88,5.981419281764185e-08
0.96,89,4.802038741522846e-08
0.96,90,3.855201412421213e-08
0.96,91,3.095055813452059e-08
0.96,92,2.4847911845406022e-08
0.96,93,1.9948548912794438e-08
0.96,94,1.6015213111187103e-08
0.96,95,1.2857428980085172e-08
0.96,96,1.0322277872392073e-08
0.96,97,8.28699272641014e-09
0.96,98,6.6530129564074e-09
0.96,99,5.341211564316392e-09
0.98,0,0.0005
0.98,1,0.00137951
0.98,2,0.0028444681636774043
0.98,3,0.005365532765016962
0.98,4,0.009764274961614515
0.98,5,0.01746137390365848
0.98,6,0.030863319485200894
0.98,7,0.05388652644481369
0.98,8,0.09242348575233031
0.98,9,0.1539639614243602
0.98,10,0.2443446675956274
0.98,11,0.3587317238784514
0.98,12,0.4692717735972185
0.98,13,0.5300674480557576
0.98,14,0.5184362358388969
0.98,15,0.4591287582471372
0.98,16,0.38664642439800645
0.98,17,0.31828071190131846
0.98,18,0.25920864728577886
0.98,19,0.20993627455259445
0.98,20,0.16950160552908775
0.98,21,0.13659705265911143
0.98,22,0.10994686989380847
0.98,23,0.08842408249734249
0.98,24,0.07107410180750989
0.98,25,0.057105106675799024
0.98,26,0.045867845044445923
0.98,27,0.03683361887462533
0.98,28,0.029573765169386805
0.98,29,0.023741722365581083
0.98,30,0.019057853878521193
0.98,31,0.015296835349817364
0.98,32,0.012277286697297263
0.98,33,0.009853308877052056
0.98,34,0.007907607597723097
0.98,35,0.00634592436348132
0.98,36,0.0050925365702758725
0.98,37,0.004086627441313103
0.98,38,0.003279361235413268
0.98,39,0.0026315288613652722
0.98,40,0.002111653973618756
0.98,41,0.0016944702997350853
0.98,42,0.00135969793888175
0.98,43,0.0010910602462505896
0.98,44,0.0008754942023398312
0.98,45,0.00070251631378676
0.98,46,0.0005637134910521607
0.98,47,0.0004523343216966784
0.98,48,0.00036296097433625887
0.98,49,0.0002912458477616098
0.98,50,0.00023370020193263111
0.98,51,0.00018752451883135912
0.98,52,0.00015047236003967764
0.98,53,0.00012074111031950879
0.98,54,9.688429987581464e-05
0.98,55,7.774124484903944e-05
0.98,56,6.238058624368064e-05
0.98,57,5.00549824676473e-05
0.98,58,4.016475252433453e-05
0.98,59,3.222870187039701e-05
0.98,60,2.5860712087673928e-05
0.98,61,2.0750955738622432e-05
0.98,62,1.6650822672534673e-05
0.98,63,1.3360824539752689e-05
0.98,64,1.0720889117149694e-05
0.98,65,8.602572286435294e-06
0.98,66,6.9028087856146895e-06
0.98,67,5.538897706944554e-06
0.98,68,4.44447878090735e-06
0.98,69,3.566303685625095e-06
0.98,70,2.8616452986484245e-06
0.98,71,2.2962188442205914e-06
0.98,72,1.8425137934614645e-06
0.98,73,1.4784553588201534e-06
0.98,74,1.186330459699636e-06
0.98,75,9.519259034271522e-07
0.98,76,7.638368506923384e-07
0.98,77,6.129119194994035e-07
0.98,78,4.918079296424195e-07
0.98,79,3.9463262414378413e-07
0.98,80,3.16657984524117e-07
0.98,81,2.5409019144967023e-07
0.98,82,2.0388503833707526e-07
0.98,83,1.635998169743817e-07
0.98,84,1.3127446873772238e-07
0.98,85,1.0533621888133758e-07
0.98,86,8.452305393313178e-08
0.98,87,6.782231902817187e-08
0.98,88,5.442144766460309e-08
0.98,89,4.366842666287596e-08
0.98,90,3.5040072770353104e-08
0.98,91,2.8116577424943592e-08
0.98,92,2.256108116552141e-08
0.98,93,1.810328389184687e-08
0.98,94,1.45262935389866e-08
0.98,95,1.1656073294712331e-08
0.98,96,9.352973919216556e-09
0.98,97,7.50493917613977e-09
0.98,98,6.022053788339849e-09
0.98,99,4.832168651740576e-09
1.0,0,0.0005
1.0,1,0.0013995000000000001
1.0,2,0.0029159023995000005
1.0,3,0.005556665103637825
1.0,4,0.010217465718667065
1.0,5,0.018463181792940347
1.0,6,0.03296800126572635
1.0,7,0.05810798543193188
1.0,8,0.10045118215744153
1.0,9,0.16813678942547652
1.0,10,0.2666091161609263
1.0,11,0.3875036205003826
1.0,12,0.4957118951338574
1.0,13,0.5421083759001736
1.0,14,0.51398203247265
1.0,15,0.44606289257985254
1.0,16,0.3715684061648614
1.0,17,0.3040485615297821
1.0,18,0.24673343433097614
1.0,19,0.19936074796369346
1.0,20,0.160690235681557
1.0,21,0.12932773922363916
1.0,22,0.10398612126336723
1.0,23,0.08355570726041943
1.0,24,0.06710867304171339
1.0,25,0.053881343350947464
1.0,26,0.043250691834727635
1.0,27,0.034711145602921406
1.0,28,0.02785383597182524
1.0,29,0.022348847881646837
1.0,30,0.017930387523282833
1.0,31,0.014384555620592746
1.0,32,0.011539352662644883
1.0,33,0.009256552834352939
1.0,34,0.00742512133812314
1.0,35,0.005955895481476286
1.0,36,0.004777294677231438
1.0,37,0.003831864876502304
1.0,38,0.0030734978503913577
1.0,39,0.0024651951712078516
1.0,40,0.0019772712008945766
1.0,41,0.0015859095156603904
1.0,42,0.0012720036395745746
1.0,43,0.0010202263352139212
1.0,44,0.0008182825422351748
1.0,45,0.0006563098227390125
1.0,46,0.0005263972494164046
1.0,47,0.00042219937682295327
1.0,48,0.0003386265290826685
1.0,49,0.0002715963323712306
1.0,50,0.0002178343913050535
1.0,51,0.00017471439563672403
1.0,52,0.0001401298612832219
1.0,53,0.00011239124960680235
1.0,54,9.014344513138865e-05
1.0,55,7.229956418518286e-05
1.0,56,5.798786332991656e-05
1.0,57,4.650915547924578e-05
1.0,58,3.730265435381304e-05
1.0,59,2.9918579296850612e-05
1.0,60,2.3996182501545287e-05
1.0,61,1.924612545306618e-05
1.0,62,1.5436343766427013e-05
1.0,63,1.2380709961287527e-05
1.0,64,9.929940366064135e-06
1.0,65,7.96430195390048e-06
1.0,66,6.387762831685914e-06
1.0,67,5.123300622164177e-06
1.0,68,4.109139541197828e-06
1.0,69,3.2957323393442106e-06
1.0,70,2.643339664543856e-06
1.0,71,2.1200885880516325e-06
1.0,72,1.7004154442277398e-06
1.0,73,1.3638169098320049e-06
1.0,74,1.0938483071323828e-06
1.0,75,8.773201930418621e-07
1.0,76,7.036539836421823e-07
1.0,77,5.643651330650878e-07
1.0,78,4.5264861734285864e-07
1.0,79,3.6304647194166344e-07
1.0,80,2.911811404271497e-07
1.0,81,2.3354160692303561e-07
1.0,82,1.873118637862773e-07
1.0,83,1.502333342203477e-07
1.0,84,1.2049452842702526e-07
1.0,85,9.664254240093992e-08
1.0,86,7.751207560156708e-08
1.0,87,6.216849962906038e-08
1.0,88,4.986219649794486e-08
1.0,89,3.999193568375297e-08
1.0,90,3.2075500710945545e-08
1.0,91,2.572613023008653e-08
1.0,92,2.0633622601795323e-08
1.0,93,1.6549180842806295e-08
1.0,94,1.327325752662515e-08
1.0,95,1.064580579548528e-08
1.0,96,8.538460192031334e-09
1.0,97,6.848265301432675e-09
1.0,98,5.4926458136595465e-09
1.0,99,4.405372265841734e-09
