beta,day,prop_infected
0.36,41,0.12218688442471021
0.36,42,0.1232897134373882
0.36,43,0.12326947659477713
0.36,44,0.12215644026148079
0.36,45,0.12001872995401389
0.36,46,0.11695567699304575
0.36,47,0.113089550023797
0.36,48,0.10855671335140617
0.36,49,0.10349914201976573
0.36,50,0.09805699465245393
0.36,51,0.0923626690954215
0.36,52,0.08653650289862896
0.36,53,0.08068406967222894
0.36,54,0.07489487967959192
0.36,55,0.06924221705544531
0.36,56,0.06378382438240696
0.36,57,0.05856316157327953
0.36,58,0.05361100426152161
0.36,59,0.04894719447937496
0.36,60,0.044582404448511845
0.36,61,0.04051981752829924
0.36,62,0.03675666624324882
0.36,63,0.03328559522389962
0.36,64,0.030095837361846643
0.36,65,0.027174205584470784
0.36,66,0.024505911668699188
0.36,67,0.022075228666030358
0.36,68,0.019866015878044832
0.36,69,0.01786212577996919
0.36,70,0.016047711519240372
0.36,71,0.014407452120237918
0.36,72,0.012926710663604332
0.36,73,0.011591638722557314
0.36,74,0.010389238386640845
0.36,75,0.009307391379971462
0.36,76,0.00833486313660542
0.36,77,0.007461288250753562
0.36,78,0.0066771424755062035
0.36,79,0.005973705390095505
0.36,80,0.005343016975663022
0.36,81,0.004777830613245338
0.36,82,0.004271564424841264
0.36,83,0.0038182523993497666
0.36,84,0.003412496361796535
0.36,85,0.0030494195404647197
0.36,86,0.0027246222482304326
0.36,87,0.002434140009499717
0.36,88,0.002174404322437976
0.36,89,0.0019422061391378737
0.36,90,0.0017346620669201687
0.36,91,0.001549183236303423
0.36,92,0.0013834467405884781
0.36,93,0.0012353695246608075
0.36,94,0.001103084583447931
0.36,95,0.0009849193210288317
0.36,96,0.0008793759177332609
0.36,97,0.0007851135531586839
0.36,98,0.0007009323366722927
0.36,99,0.0006257588027238428
0.38,0,0.0005
0.38,1,0.0007798100000000001
0.38,2,0.0010717092202405642
0.38,3,0.0013853720351372028
0.38,4,0.0017306472871147461
0.38,5,0.002117875948183038
0.38,6,0.0025581981223602506
0.38,7,0.0030638570180359665
0.38,8,0.0036485055088093924
0.38,9,0.004327518694928498
0.38,10,0.005118313248374153
0.38,11,0.0060406710064004904
0.38,12,0.007117059956954219
0.38,13,0.008372940071266375
0.38,14,0.00983703398018071
0.38,15,0.011541532846804798
0.38,16,0.013522195596199816
0.38,17,0.01581828472671359
0.38,18,0.018472264405811706
0.38,19,0.02152916724703083
0.38,20,0.025035516922398977
0.38,21,0.02903767799887242
0.38,22,0.03357949764604523
0.38,23,0.03869911430091034
0.38,24,0.04442484682437995
0.38,25,0.05077015681733173
0.38,26,0.057727808696965054
0.38,27,0.06526354377970073
0.38,28,0.07330983052754074
0.38,29,0.08176052667783047
0.38,30,0.09046753481748504
0.38,31,0.09924066589793738
0.38,32,0.10785184260988216
0.38,33,0.11604438729251507
0.38,34,0.12354741822682168
0.38,35,0.13009440218957963
0.38,36,0.13544388533358986
0.38,37,0.1393996450328307
0.38,38,0.14182726180464617
0.38,39,0.14266455903964104
0.38,40,0.14192443101127916
0.38,41,0.13968998814332415
0.38,42,0.13610329277791844
0.38,43,0.1313498866930179
0.38,44,0.12564164579409112
0.38,45,0.11920026935031139
0.38,46,0.11224310495115433
0.38,47,0.10497226208983906
0.38,48,0.09756727633347777
0.38,49,0.09018106996956478
0.38,50,0.08293864828560016
0.38,51,0.07593784933066734
0.38,52,0.069251477530271
0.38,53,0.0629302426820939
0.38,54,0.057006050367927205
0.38,55,0.05149531682192519
0.38,56,0.04640209337372812
0.38,57,0.041720875399469226
0.38,58,0.03743903736517922
0.38,59,0.03353888159213839
0.38,60,0.029999317766141002
0.38,61,0.026797207071270833
0.38,62,0.023908412811190053
0.38,63,0.021308601445182866
0.38,64,0.018973836351667488
0.38,65,0.01688100294540936
0.38,66,0.015008099113481286
0.38,67,0.013334420010198411
0.38,68,0.011840661494905532
0.38,69,0.010508962147489207
0.38,70,0.009322899965365507
0.38,71,0.008267456561671022
0.38,72,0.007328958928202078
0.38,73,0.006495006552739273
0.38,74,0.00575438983130187
0.38,75,0.005097004231216784
0.38,76,0.004513763482611356
0.38,77,0.003996514151134777
0.38,78,0.0035379532268318297
0.38,79,0.003131549813217263
0.38,80,0.0027714715831538214
0.38,81,0.002452516356306069
0.38,82,0.002170048923967263
0.38,83,0.001919943082510704
0.38,84,0.001698528721815873
0.38,85,0.0015025437379979096
0.38,86,0.0013290904913342788
0.38,87,0.0011755965031487645
0.38,88,0.0010397790739080294
0.38,89,0.0009196135045266392
0.38,90,0.000813304610501749
0.38,91,0.0007192612314538164
0.38,92,0.000636073455011636
0.38,93,0.0005624922923177909
0.38,94,0.0004974115616945436
0.38,95,0.0004398517564438154
0.38,96,0.00038894569182595516
0.38,97,0.0003439257446081923
0.38,98,0.0003041125159604548
0.38,99,0.00026890476476406505
0.4,0,0.0005
0.4,1,0.0007998
0.4,2,0.001119248239968
0.4,3,0.0014701441697122708
0.4,4,0.001864981405663184
0.4,5,0.002317378338579812
0.4,6,0.002842518420119771
0.4,7,0.0034576096482489306
0.4,8,0.004182369986157791
0.4,9,0.005039541809843463
0.4,10,0.006055433443720144
0.4,11,0.007260478721494846
0.4,12,0.008689795439495418
0.4,13,0.010383709516135362
0.4,14,0.012388192468167226
0.4,15,0.014755134294715224
0.4,16,0.01754234113281329
0.4,17,0.020813107008620303
0.4,18,0.024635163185033965
0.4,19,0.029078761439951546
0.4,20,0.03421360818905601
0.4,21,0.04010435044641129
0.4,22,0.04680434632628568
0.4,23,0.05434756478477877
0.4,24,0.06273868917921187
0.4,25,0.07194187931756871
0.4,26,0.0818691845647207
0.4,27,0.09237025055852216
0.4,28,0.10322559466485835
0.4,29,0.11414611269415001
0.4,30,0.12478132497607798
0.4,31,0.13473790648985542
0.4,32,0.1436081982779818
0.4,33,0.15100594645725898
0.4,34,0.15660414267147782
0.4,35,0.1601684465982094
0.4,36,0.16157997758093318
0.4,37,0.1608433872439202
0.4,38,0.1580794279144811
0.4,39,0.15350457706782
0.4,40,0.14740258095540773
0.4,41,0.140093491792699
0.4,42,0.13190502086687836
0.4,43,0.12314940581043739
0.4,44,0.11410718338488833
0.4,45,0.10501777413606433
0.4,46,0.09607584310567215
0.4,47,0.0874319884367428
0.4,48,0.0791962896478246
0.4,49,0.07144345451092349
0.4,50,0.06421860145167838
0.4,51,0.0575430139299357
0.4,52,0.05141945813581203
0.4,53,0.045836849740066826
0.4,54,0.040774191171455275
0.4,55,0.03620378780999482
0.4,56,0.03209380157532067
0.4,57,0.028410224735029035
0.4,58,0.025118364325165978
0.4,59,0.02218392502629197
0.4,60,0.01957377031283685
0.4,61,0.017256431238783596
0.4,62,0.015202421223489027
0.4,63,0.01338440473672764
0.4,64,0.011777258399855536
0.4,65,0.01035805493497137
0.4,66,0.009105993623261853
0.4,67,0.008002295386791019
0.4,68,0.007030076143437701
0.4,69,0.006174208544775321
0.4,70,0.005421179437005936
0.4,71,0.004758948244693508
0.4,72,0.004176809842942756
0.4,73,0.00366526425160127
0.4,74,0.0032158945686576006
0.4,75,0.002821253888919059
0.4,76,0.0024747614717583726
0.4,77,0.002170608083317338
0.4,78,0.0019036702087271433
0.4,79,0.0016694326811051714
0.4,80,0.0014639191850116806
0.4,81,0.0012836300463457354
0.4,82,0.0011254867058776835
0.4,83,0.0009867822803529052
0.4,84,0.000865137636321277
0.4,85,0.0007584624323351843
0.4,86,0.00066492062109932
0.4,87,0.0005828999417944795
0.4,88,0.0005109849721854154
0.4,89,0.0004479333489128633
0.4,90,0.0003926548016640848
0.4,91,0.00034419268214722
0.4,92,0.000301707701635595
0.4,93,0.0002644636211446992
0.4,94,0.00023181466602414615
0.4,95,0.00020319446194017187
0.4,96,0.00017810631199672477
0.4,97,0.00015611465523486902
0.4,98,0.00013683756512020026
0.4,99,0.00011994016304392292
0.42,0,0.0005
0.42,1,0.00081979
0.42,2,0.0011675844618549561
0.42,3,0.0015577808096812434
0.42,4,0.0020061739702126233
0.42,5,0.002530556606466686
0.42,6,0.0031513631720128973
0.42,7,0.0038923710426990595
0.42,8,0.004781467760254257
0.42,9,0.0058514869251660735
0.42,10,0.0071411052006450475
0.42,11,0.008695777492819941
0.42,12,0.010568664404787171
0.42,13,0.01282147277277475
0.42,14,0.015525083406184081
0.42,15,0.018759777180810278
0.42,16,0.022614789769890953
0.42,17,0.027186828243041285
0.42,18,0.03257707786925136
0.42,19,0.038886134621265084
0.42,20,0.04620625565620184
0.42,21,0.05461038734311214
0.42,22,0.0641376935357117
0.42,23,0.07477586430747109
0.42,24,0.08644141506251121
0.42,25,0.09896047898872315
0.42,26,0.11205406363150552
0.42,27,0.12533293223350261
0.42,28,0.13830747094659163
0.42,29,0.15041634386011848
0.42,30,0.16107402965480971
0.42,31,0.16973200250004544
0.42,32,0.17594304786701065
0.42,33,0.17941534777537826
0.42,34,0.18004433643402165
0.42,35,0.17791590283677927
0.42,36,0.17328218105681834
0.42,37,0.16651780486502057
0.42,38,0.15806775782631358
0.42,39,0.14839734850515093
0.42,40,0.1379515977158698
0.42,41,0.12712728784423738
0.42,42,0.11625755374533431
0.42,43,0.10560683712940366
0.42,44,0.09537323814431993
0.42,45,0.08569539258866
0.42,46,0.07666154933494966
0.42,47,0.06831919558099678
0.42,48,0.060684191460057185
0.42,49,0.053748854018104086
0.42,50,0.04748876397565711
0.42,51,0.04186827885670134
0.42,52,0.03684485417747813
0.42,53,0.03237232982599734
0.42,54,0.02840335489022181
0.42,55,0.024891117788576562
0.42,56,0.021790530799204164
0.42,57,0.019058995938761095
0.42,58,0.016656856643035046
0.42,59,0.0145476189697645
0.42,60,0.012698008011867089
0.42,61,0.011077910117585528
0.42,62,0.009660239229766035
0.42,63,0.008420755868986865
0.42,64,0.007337859621593439
0.42,65,0.0063923700820210025
0.42,66,0.00556730670004877
0.42,67,0.004847674604551612
0.42,68,0.0042202609708634
0.42,69,0.0036734446693017734
0.42,70,0.0031970206178955772
0.42,71,0.0027820393368522328
0.42,72,0.0024206615675704413
0.42,73,0.0021060273992680855
0.42,74,0.001832139083631753
0.42,75,0.0015937565683994024
0.42,76,0.0013863047114589782
0.42,77,0.001205791123285077
0.42,78,0.0010487336091744102
0.42,79,0.0009120962304947772
0.42,80,0.0007932330664333532
0.42,81,0.0006898388276825675
0.42,82,0.000599905546355629
0.42,83,0.0005216846389168886
0.42,84,0.0004536537088939148
0.42,85,0.0003944875222628267
0.42,86,0.0003430326498966418
0.42,87,0.00029828532797466416
0.42,88,0.0002593721386858973
0.42,89,0.00022553316002571502
0.42,90,0.00019610727520810836
0.42,91,0.0001705193694941395
0.42,92,0.00014826917540783536
0.42,93,0.00012892155672562921
0.42,94,0.00011209804763531424
0.42,95,9.746948640410938e-05
0.42,96,8.474960309308803e-05
0.42,97,7.368943860476484e-05
0.42,98,6.407248792579236e-05
0.42,99,5.571047407662732e-05
0.44,0,0.0005
0.44,1,0.00083978
0.44,2,0.001216717837973408
0.44,3,0.0016483291646152887
0.44,4,0.002154452796974964
0.44,5,0.0027580961580582165
0.44,6,0.0034863789996814132
0.44,7,0.004371595443884444
0.44,8,0.005452407578796163
0.44,9,0.0067751718789419695
0.44,10,0.008395379570714345
0.44,11,0.010379159562321907
0.44,12,0.01280474220351019
0.44,13,0.015763707170275313
0.44,14,0.019361731815986424
0.44,15,0.023718411261034036
0.44,16,0.02896553734888906
0.44,17,0.03524301182433165
0.44,18,0.04269136519920632
0.44,19,0.051439732372645625
0.44,20,0.061588231758836307
0.44,21,0.0731842028738424
0.44,22,0.08619291278463417
0.44,23,0.10046532627305355
0.44,24,0.11570829065363888
0.44,25,0.13146545522978959
0.44,26,0.147119163295777
0.44,27,0.16192259185298288
0.44,28,0.17506597464754817
0.44,29,0.1857708853495464
0.44,30,0.19339520541143806
0.44,31,0.19752391159572777
0.44,32,0.19802213749040423
0.44,33,0.19503788465561453
0.44,34,0.18895753741332616
0.44,35,0.18033048983136318
0.44,36,0.1697844016095334
0.44,37,0.15794954175827505
0.44,38,0.14540296683190052
0.44,39,0.1326352829715602
0.44,40,0.12003717689978871
0.44,41,0.10790036785335214
0.44,42,0.09642740563366038
0.44,43,0.08574574331851403
0.44,44,0.07592288883881554
0.44,45,0.06698069958310887
0.44,46,0.05890783955243688
0.44,47,0.05167005468903021
0.44,48,0.04521829868846228
0.44,49,0.03949493503047551
0.44,50,0.034438317535788396
0.44,51,0.02998606060891324
0.44,52,0.026077284269766972
0.44,53,0.022654078326087568
0.44,54,0.019662386111133228
0.44,55,0.01705246705397464
0.44,56,0.014779061564378823
0.44,57,0.012801352019666685
0.44,58,0.011082789781687528
0.44,59,0.009590839454619948
0.44,60,0.008296677185991056
0.44,61,0.0071748688975659895
0.44,62,0.006203046180657357
0.44,63,0.005361591585482255
0.44,64,0.004633340673089458
0.44,65,0.0040033050800444454
0.44,66,0.0034584186567382497
0.44,67,0.0029873072378800675
0.44,68,0.002580081603953836
0.44,69,0.002228152555918758
0.44,70,0.001924066648060252
0.44,71,0.0016613609284152383
0.44,72,0.0014344349658221042
0.44,73,0.0012384384560163151
0.44,74,0.0010691727664783237
0.44,75,0.0009230048796837454
0.44,76,0.0007967923120741644
0.44,77,0.0006878177111613911
0.44,78,0.0005937319587669858
0.44,79,0.0005125047299764169
0.44,80,0.00044238157217581735
0.44,81,0.0003818466749772024
0.44,82,0.0003295905992043648
0.44,83,0.0002844823212545225
0.44,84,0.0002455450282911587
0.44,85,0.00021193517031569689
0.44,86,0.00018292433779895623
0.44,87,0.00015788358888365743
0.44,88,0.000136269898872811
0.44,89,0.00011761444746145579
0.44,90,0.00010151249658696946
0.44,91,8.761464446080698e-05
0.44,92,7.561926984953825e-05
0.44,93,6.526600549347537e-05
0.44,94,5.6330101135851305e-05
0.44,95,4.861755538599853e-05
0.44,96,4.196091191342596e-05
0.44,97,3.621562958223201e-05
0.44,98,3.12569483656313e-05
0.44,99,2.697718347343988e-05
0.46,0,0.0005
0.46,1,0.0008597700000000002
0.46,2,0.0012666483203953322
0.46,3,0.0017418364192693047
0.46,4,0.0023100492559728998
0.46,5,0.0030007041533133905
0.46,6,0.0038492912543742737
0.46,7,0.004898957117380874
0.46,8,0.006202321695335964
0.46,9,0.007823526876257359
0.46,10,0.009840475273892766
0.46,11,0.012347151640360586
0.46,12,0.015455813511548493
0.46,13,0.019298677053835103
0.46,14,0.024028492541688776
0.46,15,0.029817090970760105
0.46,16,0.036850596969010045
0.46,17,0.04531959320570561
0.46,18,0.055402215525223196
0.46,19,0.06723820534572081
0.46,20,0.08089274689963241
0.46,21,0.09631098414025827
0.46,22,0.11326787136965262
0.46,23,0.13132335303179493
0.46,24,0.1497984864121999
0.46,25,0.16779103235177628
0.46,26,0.18424512065540066
0.46,27,0.19807598370080448
0.46,28,0.20832957008582345
0.46,29,0.21433722925498158
0.46,30,0.21582003476851125
0.46,31,0.21291228578116883
0.46,32,0.20610297069490463
0.46,33,0.19612154838452728
0.46,34,0.18380664514490658
0.46,35,0.16999093207196372
0.46,36,0.155420308569564
0.46,37,0.14071034258585385
0.46,38,0.12633330657170486
0.46,39,0.11262570630618739
0.46,40,0.09980687648318175
0.46,41,0.08800165387490529
0.46,42,0.07726275797195185
0.46,43,0.06759059631367359
0.46,44,0.0589496147054638
0.46,45,0.05128113516942256
0.46,46,0.04451303865787911
0.46,47,0.0385668097938848
0.46,48,0.033362479662005874
0.46,49,0.028821952411226752
0.46,50,0.024871124697264282
0.46,51,0.02144112660221343
0.46,52,0.018468939484704204
0.46,53,0.015897584348176834
0.46,54,0.013676024363922727
0.46,55,0.01175888610136438
0.46,56,0.01010607413820453
0.46,57,0.008682331296686191
0.46,58,0.007456780182154526
0.46,59,0.006402469632497137
0.46,60,0.0054959410235927925
0.46,61,0.004716823251337142
0.46,62,0.004047460957391175
0.46,63,0.003472577676172121
0.46,64,0.0029789736740421166
0.46,65,0.002555257045369918
0.46,66,0.0021916059160471575
0.46,67,0.001879559231317677
0.46,68,0.0016118334616328524
0.46,69,0.001382162569008354
0.46,70,0.0011851586812449922
0.46,71,0.001016191083316928
0.46,72,0.0008712813272723332
0.46,73,0.0007470124659058045
0.46,74,0.000640450619247378
0.46,75,0.0005490772789722997
0.46,76,0.00047073093964892154
0.46,77,0.0004035568149091926
0.46,78,0.0003459635501796588
0.46,79,0.00029658598152591494
0.46,80,0.00025425311301258683
0.46,81,0.0002179605936927077
0.46,82,0.0001868470710334066
0.46,83,0.0001601738814557086
0.46,84,0.00013730761191569447
0.46,85,0.00011770513024040273
0.46,86,0.00010090073734225733
0.46,87,8.649514247252364e-05
0.46,88,7.414600424762869e-05
0.46,89,6.355981611019236e-05
0.46,90,5.4484945898322155e-05
0.46,91,4.670566593746005e-05
0.46,92,4.003703310703357e-05
0.46,93,3.432049816745623e-05
0.46,94,2.942014069673362e-05
0.46,95,2.5219440658988516e-05
0.46,96,2.1618510238824748e-05
0.46,97,1.8531720411024193e-05
0.46,98,1.588566602164626e-05
0.46,99,1.361742114767397e-05
0.48,0,0.0005
0.48,1,0.00087976
0.48,2,0.001317375861192704
0.48,3,0.0018383497332031477
0.48,4,0.0024731982577475293
0.48,5,0.0032591097591350387
0.48,6,0.004241906074560335
0.48,7,0.005478359089753958
0.48,8,0.0070388930781748234
0.48,9,0.009010663771563225
0.48,10,0.011500929796577457
0.48,11,0.014640501532035074
0.48,12,0.018586839327768792
0.48,13,0.02352604451151529
0.48,14,0.029672511329248197
0.48,15,0.037264374781327464
0.48,16,0.04655214640863907
0.48,17,0.057777253409456546
0.48,18,0.07113698711219638
0.48,19,0.08673334345171547
0.48,20,0.10450641778019386
0.48,21,0.12415937148742796
0.48,22,0.14509152108151524
0.48,23,0.16636634188207924
0.48,24,0.18674599129422237
0.48,25,0.20481481334671395
0.48,26,0.21918616488964796
0.48,27,0.22874696520613524
0.48,28,0.23286458919217734
0.48,29,0.23148515532199027
0.48,30,0.22509477376003523
0.48,31,0.21457119364632743
0.48,32,0.20098854154179424
0.48,33,0.18543734061231554
0.48,34,0.16889669560252718
0.48,35,0.15216653093757973
0.48,36,0.13584893099356923
0.48,37,0.12036115911701785
0.48,38,0.10596453304586421
0.48,39,0.09279802943425863
0.48,40,0.080910172317643
0.48,41,0.07028622377700965
0.48,42,0.06086983588760374
0.48,43,0.05257945374367652
0.48,44,0.04532024379817975
0.48,45,0.03899244323515237
0.48,46,0.03349696930336648
0.48,47,0.028738999713818353
0.48,48,0.024630092579044926
0.48,49,0.021089283019685233
0.48,50,0.018043483141242867
0.48,51,0.015427424060808768
0.48,52,0.01318331089344185
0.48,53,0.011260310709016726
0.48,54,0.009613955967445865
0.48,55,0.008205518747112887
0.48,56,0.007001391650603444
0.48,57,0.005972497589379424
0.48,58,0.005093741166828655
0.48,59,0.004343507930353739
0.48,60,0.00370321348119086
0.48,61,0.0031569016791291107
0.48,62,0.0026908894955054996
0.48,63,0.0022934551182333634
0.48,64,0.0019545654587846124
0.48,65,0.0016656390840929778
0.48,66,0.001419340677781411
0.48,67,0.0012094033427514285
0.48,68,0.0010304753347907714
0.48,69,0.0008779881266989952
0.48,70,0.0007480430197491345
0.48,71,0.000637313828435632
0.48,72,0.0005429634560202227
0.48,73,0.0004625724472704009
0.48,74,0.0003940778487407751
0.48,75,0.00033572092559131536
0.48,76,0.00028600247805443457
0.48,77,0.00024364467173494311
0.48,78,0.00020755844580291785
0.48,79,0.0001768156938232574
0.48,80,0.00015062552547522672
0.48,81,0.00012831401569572072
0.48,82,0.00010930693265238914
0.48,83,9.31150090876774e-05
0.48,84,7.932138448184904e-05
0.48,85,6.757089951097068e-05
0.48,86,5.756097061927346e-05
0.48,87,4.903381223501724e-05
0.48,88,4.176980815410879e-05
0.48,89,3.5581862696687115e-05
0.48,90,3.0310587103193182e-05
0.48,91,2.5820197878901934e-05
0.48,92,2.199502193798471e-05
0.48,93,1.8736518886397965e-05
0.48,94,1.596074400113044e-05
0.48,95,1.3596186741137468e-05
0.48,96,1.1581929245228104e-05
0.48,97,9.866077476307147e-06
0.48,98,8.404424666882505e-06
0.48,99,7.159312684816783e-06
0.5,0,0.0005
0.5,1,0.0008997500000000002
0.5,2,0.0013689004124375
0.5,3,0.001937916240402956
0.5,4,0.0026441382396616836
0.5,5,0.0035340643945141106
0.5,6,0.004666112417193933
0.5,7,0.006113941851911691
0.5,8,0.007970382578388072
0.5,9,0.010351944818951872
0.5,10,0.013403746264257244
0.5,11,0.017304443514287775
0.5,12,0.022270341907274057
0.5,13,0.02855721455903798
0.5,14,0.036457433911543345
0.5,15,0.04628881790481512
0.5,16,0.05837030249189586
0.5,17,0.07297871253318378
0.5,18,0.09028163373940773
0.5,19,0.11024549093643067
0.5,20,0.13252746481510685
0.5,21,0.15637553366906445
0.5,22,0.18057900561314594
0.5,23,0.20352132849804208
0.5,24,0.22337117331304734
0.5,25,0.2383970422277597
0.5,26,0.24732085105641693
0.5,27,0.24958247501336478
0.5,28,0.24541298614058218
0.5,29,0.23570244279960872
0.5,30,0.22173836429839971
0.5,31,0.20492515392379101
0.5,32,0.18656694053590325
0.5,33,0.16774368441686854
0.5,34,0.149269526348386
0.5,35,0.13170545818374144
0.5,36,0.11539918037420407
0.5,37,0.10053304416627575
0.5,38,0.08716934798921969
0.5,39,0.07528832492508442
0.5,40,0.06481773528285338
0.5,41,0.05565473622819288
0.5,42,0.047681363504271365
0.5,43,0.04077505427540195
0.5,44,0.03481548342798948
0.5,45,0.029688748556821513
0.5,46,0.02528970210924456
0.5,47,0.02152302492950992
0.5,48,0.018303471911915194
0.5,49,0.015555595236441042
0.5,50,0.013213157557234925
0.5,51,0.011218379772463363
0.5,52,0.009521119550172529
0.5,53,0.008078042641384914
0.5,54,0.006851825298713369
0.5,55,0.005810409904156932
0.5,56,0.004926325023153285
0.5,57,0.004176073960647387
0.5,58,0.003539591357638285
0.5,59,0.00299976461811192
0.5,60,0.0025420154188843572
0.5,61,0.002153935822793532
0.5,62,0.0018249733060965384
0.5,63,0.0015461591287119108
0.5,64,0.0013098747879821992
0.5,65,0.0011096517134370448
0.5,66,0.0009399998225989407
0.5,67,0.0007962610282989499
0.5,68,0.0006744842428615936
0.5,69,0.0005713188503160002
0.5,70,0.0004839240075037805
0.5,71,0.00040989148589138866
0.5,72,0.0003471800780950714
0.5,73,0.00029405986828779924
0.5,74,0.00024906490641278935
0.5,75,0.000210953035565003
0.5,76,0.00017867180325081925
0.5,77,0.0001513295436746457
0.5,78,0.00012817085273770853
0.5,79,0.00010855579284379286
0.5,80,9.194226340275823e-05
0.5,81,7.787105735102425e-05
0.5,82,6.595319605492008e-05
0.5,83,5.585919637007521e-05
0.5,84,4.730997591669794e-05
0.5,85,4.0069147113968155e-05
0.5,86,3.3936488334795176e-05
0.5,87,2.874241267457209e-05
0.5,88,2.4343282115494577e-05
0.5,89,2.0617438032159958e-05
0.5,90,1.7461838640760357e-05
0.5,91,1.4789210669375023e-05
0.5,92,1.2525636669292258e-05
0.5,93,1.0608511379096934e-05
0.5,94,8.984810719659946e-06
0.5,95,7.609625615716353e-06
0.5,96,6.44492014344864e-06
0.5,97,5.458479693030952e-06
0.5,98,4.6230200799282966e-06
0.5,99,3.915432982724226e-06
0.52,0,0.0005
0.52,1,0.00091974
0.52,2,0.0014212219262016961
0.52,3,0.002040583048902557
0.52,4,0.0028231111517931728
0.52,5,0.003826341967258268
0.52,6,0.005123884057163967
0.52,7,0.006810091988105719
0.52,8,0.009005655843649957
0.52,9,0.011864049927799386
0.52,10,0.015578532269097726
0.52,11,0.020388928926681156
0.52,12,0.026586664493655703
0.52,13,0.034515290878466366
0.52,14,0.04456204304177115
0.52,15,0.057133822630610585
0.52,16,0.07260905695395113
0.52,17,0.09125658148580079
0.52,18,0.11311683559071435
0.52,19,0.13785307360505206
0.52,20,0.16460363250430618
0.52,21,0.19189665292345615
0.52,22,0.2177087288909169
0.52,23,0.23972877511120916
0.52,24,0.2558068163604978
0.52,25,0.26445072851140927
0.52,26,0.2651665660464664
0.52,27,0.2584963715174715
0.52,28,0.24576496320192148
0.52,29,0.22868303684436483
0.52,30,0.20897653387744367
0.52,31,0.18814097908444805
0.52,32,0.1673332406308033
0.52,33,0.1473638872251243
0.52,34,0.1287438785325018
0.52,35,0.11175038340526869
0.52,36,0.09649141897109514
0.52,37,0.08296036717532175
0.52,38,0.0710781118168003
0.52,39,0.060723737880383516
0.52,40,0.05175588397557293
0.52,41,0.04402697068534049
0.52,42,0.03739224257239428
0.52,43,0.03171516201529072
0.52,44,0.02687031149798626
0.52,45,0.02274464375334742
0.52,46,0.019237673334968904
0.52,47,0.01626102048033267
0.52,48,0.013737586006778905
0.52,49,0.01160054232140586
0.52,50,0.009792260279534878
0.52,51,0.008263246683319321
0.52,52,0.006971136748155623
0.52,53,0.005879765552359876
0.52,54,0.00495832921641756
0.52,55,0.004180638125305366
0.52,56,0.0035244593589353022
0.52,57,0.0029709425487275598
0.52,58,0.0025041218826219883
0.52,59,0.002110486421023696
0.52,60,0.0017786109111182333
0.52,61,0.001498839660047938
0.52,62,0.0012630165912941437
0.52,63,0.001064255260555759
0.52,64,0.0008967432820819479
0.52,65,0.0007555762737267887
0.52,66,0.0006366170458090806
0.52,67,0.000536376323219362
0.52,68,0.0004519117973792165
0.52,69,0.00038074275441546553
0.52,70,0.00032077792076917045
0.52,71,0.00027025451142846
0.52,72,0.00022768676378309217
0.52,73,0.0001918224966865702
0.52,74,0.00016160645451763464
0.52,75,0.00013614938441466507
0.52,76,0.00011470195559466997
0.52,77,9.663276652717351e-05
0.52,78,8.1409802055161e-05
0.52,79,6.858480127821994e-05
0.52,80,5.778008069858466e-05
0.52,81,4.867742799820165e-05
0.52,82,4.100874177730295e-05
0.52,83,3.454814328489833e-05
0.52,84,2.9105329014792038e-05
0.52,85,2.4519969226996757e-05
0.52,86,2.0656988005565328e-05
0.52,87,1.7402586248546274e-05
0.52,88,1.4660890741351574e-05
0.52,89,1.2351130816438388e-05
0.52,90,1.040525957929508e-05
0.52,91,8.765949731304219e-06
0.52,92,7.384905022975172e-06
0.52,93,6.2214376464545905e-06
0.52,94,5.241269694562995e-06
0.52,95,4.4155234031964445e-06
0.52,96,3.7198704474861823e-06
0.52,97,3.1338152422307534e-06
0.52,98,2.6400911409711648e-06
0.52,99,2.2241517513545924e-06
0.54,0,0.0005
0.54,1,0.0009397300000000002
0.54,2,0.0014743403545572683
0.54,3,0.0021463972404049737
0.54,4,0.003010362442412263
0.54,5,0.004136739101934705
0.54,6,0.005617281549149444
0.54,7,0.007571450686845721
0.54,8,0.010154209734070614
0.54,9,0.013565041287838718
0.54,10,0.01805762603762979
0.54,11,0.02394880537760426
0.54,12,0.03162405267967742
0.54,13,0.04153449045033424
0.54,14,0.05417744170443967
0.54,15,0.07004901940326227
0.54,16,0.08955493311946189
0.54,17,0.11286819815185711
0.54,18,0.13973590855688367
0.54,19,0.16926809119609104
0.54,20,0.1997886799291242
0.54,21,0.22886957277839404
0.54,22,0.25365438274475055
0.54,23,0.27146278583934086
0.54,24,0.2804789505217147
0.54,25,0.2802104742373317
0.54,26,0.2714988951945467
0.54,27,0.2561224340379357
0.54,28,0.23623612926956733
0.54,29,0.2138981031935784
0.54,30,0.19079659874487107
0.54,31,0.16816367334911897
0.54,32,0.14680631091968147
0.54,33,0.1271887530629907
0.54,34,0.10952378179095051
0.54,35,0.09385278369055267
0.54,36,0.08010826652217128
0.54,37,0.06815929022433183
0.54,38,0.05784280256126596
0.54,39,0.04898429829650069
0.54,40,0.04141080583773537
0.54,41,0.034958561751406374
0.54,42,0.02947711854704439
0.54,43,0.02483112830769993
0.54,44,0.020900663467479194
0.54,45,0.01758065909222074
0.54,46,0.01477986527778324
0.54,47,0.012419562564705474
0.54,48,0.010432200588560052
0.54,49,0.008760057759501177
