day,lambda,value,group
61,1.2,0.03277591714655209,ordinary
62,1.2,0.031027754439270794,ordinary
63,1.2,0.02927039267079483,ordinary
64,1.2,0.027523102816679065,ordinary
65,1.2,0.025802403370501145,ordinary
66,1.2,0.02412209654608624,ordinary
67,1.2,0.02249338984441203,ordinary
68,1.2,0.020925078426565314,ordinary
69,1.2,0.019423766696357606,ordinary
70,1.2,0.017994111037328734,ordinary
71,1.2,0.016639069310247653,ordinary
72,1.2,0.015360146186709701,ordinary
73,1.2,0.014157626484462341,ordinary
74,1.2,0.0130307912898768,ordinary
75,1.2,0.011978113780933657,ordinary
76,1.2,0.01099743332383523,ordinary
77,1.2,0.010086107657702093,ordinary
78,1.2,0.009241143866735378,ordinary
79,1.2,0.008459309432327115,ordinary
80,1.2,0.007737225020106582,ordinary
81,1.2,0.007071440843372447,ordinary
82,1.2,0.006458498501211648,ordinary
83,1.2,0.00589498015494672,ordinary
84,1.2,0.005377546810668151,ordinary
85,1.2,0.004902967341867997,ordinary
86,1.2,0.004468139732105738,ordinary
87,1.2,0.004070105855914317,ordinary
88,1.2,0.0037060609556751017,ordinary
89,1.2,0.0033733588188682904,ordinary
90,1.2,0.0030695135176058283,ordinary
91,1.2,0.0027921984426861265,ordinary
92,1.2,0.002539243248394636,ordinary
93,1.2,0.0023086292219103633,ordinary
94,1.2,0.002098483501920253,ordinary
95,1.2,0.0019070724940086952,ordinary
96,1.2,0.0017327947645101264,ordinary
97,1.2,0.001574173638641717,ordinary
98,1.2,0.0014298496817180433,ordinary
99,1.2,0.001298573202980865,ordinary
100,1.2,0.0011791968890177446,ordinary
1,1.4,0.0005,ordinary
2,1.4,0.00054985,ordinary
3,1.4,0.0006135999223837999,ordinary
4,1.4,0.0006922393166502582,ordinary
5,1.4,0.0007871438207389145,ordinary
6,1.4,0.000900084530682494,ordinary
7,1.4,0.0010332469866826445,ordinary
8,1.4,0.0011892588994500755,ordinary
9,1.4,0.0013712258278630535,ordinary
10,1.4,0.0015827739967699016,ordinary
11,1.4,0.0018280992979911182,ordinary
12,1.4,0.002112021226818202,ordinary
13,1.4,0.002440040041536524,ordinary
14,1.4,0.002818394758297347,ordinary
15,1.4,0.003254118665243324,ordinary
16,1.4,0.003755087811562439,ordinary
17,1.4,0.0043300563537605015,ordinary
18,1.4,0.004988670687636443,ordinary
19,1.4,0.005741451949325619,ordinary
20,1.4,0.006599733767492726,ordinary
21,1.4,0.00757553920341737,ordinary
22,1.4,0.008681377856724584,ordinary
23,1.4,0.00992994154153145,ordinary
24,1.4,0.011333675375632494,ordinary
25,1.4,0.012904201473445235,ordinary
26,1.4,0.014651575887263898,ordinary
27,1.4,0.016583367451534128,ordinary
28,1.4,0.01870356130606821,ordinary
29,1.4,0.021011311449342436,ordinary
30,1.4,0.023499596308979808,ordinary
31,1.4,0.02615386815127567,ordinary
32,1.4,0.028950828009244367,ordinary
33,1.4,0.03185749648254563,ordinary
34,1.4,0.03483077783772227,ordinary
35,1.4,0.03781771857026667,ordinary
36,1.4,0.040756630282157376,ordinary
37,1.4,0.04357917260528468,ordinary
38,1.4,0.046213375737973905,ordinary
39,1.4,0.04858743696926381,ordinary
40,1.4,0.05063397711178081,ordinary
41,1.4,0.05229432519360554,ordinary
42,1.4,0.05352234637753284,ordinary
43,1.4,0.05428735995783922,ordinary
44,1.4,0.054575811341322764,ordinary
45,1.4,0.054391540864353854,ordinary
46,1.4,0.05375469317392357,ordinary
47,1.4,0.05269948976200981,ordinary
48,1.4,0.051271209620206724,ordinary
49,1.4,0.04952277269826346,ordinary
50,1.4,0.047511301440943135,ordinary
51,1.4,0.04529496529974052,ordinary
52,1.4,0.042930316288829456,ordinary
53,1.4,0.04047022349781264,ordinary
54,1.4,0.037962427779681424,ordinary
55,1.4,0.035448673488810395,ordinary
56,1.4,0.0329643341015775,ordinary
57,1.4,0.03053843004738429,ordinary
58,1.4,0.02819393499841031,ordinary
59,1.4,0.02594827561322769,ordinary
60,1.4,0.023813944364228016,ordinary
61,1.4,0.02179916183600839,ordinary
62,1.4,0.019908541237592097,ordinary
63,1.4,0.018143722369661934,ordinary
64,1.4,0.01650395427475307,ordinary
65,1.4,0.014986615156010793,ordinary
66,1.4,0.013587665077778057,ordinary
67,1.4,0.012302031813466478,ordinary
68,1.4,0.011123933386037184,ordinary
69,1.4,0.010047142742278943,ordinary
70,1.4,0.00906520095484591,ordinary
71,1.4,0.008171585636929416,ordinary
72,1.4,0.0073598411046909415,ordinary
73,1.4,0.006623676399337229,ordinary
74,1.4,0.0059570367056937384,ordinary
75,1.4,0.0053541530626631095,ordinary
76,1.4,0.0048095746103405,ordinary
77,1.4,0.0043181869952024065,ordinary
78,1.4,0.0038752199799999727,ordinary
79,1.4,0.0034762467895193753,ordinary
80,1.4,0.003117177270839801,ordinary
81,1.4,0.0027942465561439016,ordinary
82,1.4,0.0025040005837534862,ordinary
83,1.4,0.0022432795535963163,ordinary
84,1.4,0.002009200160823491,ordinary
85,1.4,0.0017991372597599925,ordinary
86,1.4,0.0016107054540027124,ordinary
87,1.4,0.0014417409819485936,ordinary
88,1.4,0.001290284165553874,ordinary
89,1.4,0.0011545626094837693,ordinary
90,1.4,0.0010329752743656415,ordinary
91,1.4,0.0009240774984927623,ordinary
92,1.4,0.0008265670044059992,ordinary
93,1.4,0.0007392708980996655,ordinary
94,1.4,0.000661133647320024,ordinary
95,1.4,0.0005912060100353268,ordinary
96,1.4,0.0005286348734120104,ordinary
97,1.4,0.00047265395651952685,ordinary
98,1.4,0.0004225753256851146,ordinary
99,1.4,0.00037778166926791815,ordinary
100,1.4,0.00033771927808925057,ordinary
1,1.6,0.0005,ordinary
2,1.6,0.00054985,ordinary
3,1.6,0.0006180895795824499,ordinary
4,1.6,0.000706367392026504,ordinary
5,1.6,0.0008169859826541058,ordinary
6,1.6,0.0009529456716517099,ordinary
7,1.6,0.0011180077689607773,ordinary
8,1.6,0.0013167765453292735,ordinary
9,1.6,0.0015547993238741193,ordinary
10,1.6,0.0018386836799255497,ordinary
11,1.6,0.0021762299462121906,ordinary
12,1.6,0.002576575882102049,ordinary
13,1.6,0.0030503483055966535,ordinary
14,1.6,0.003609813489608921,ordinary
15,1.6,0.004269013939615393,ordinary
16,1.6,0.005043873534552297,ordinary
17,1.6,0.0059522456960020035,ordinary
18,1.6,0.007013870139467361,ordinary
19,1.6,0.008250193003687383,ordinary
20,1.6,0.009683993376819088,ordinary
21,1.6,0.011338747855238224,ordinary
22,1.6,0.013237656363367495,ordinary
23,1.6,0.015402251175917193,ordinary
24,1.6,0.017850522876814684,ordinary
25,1.6,0.020594529457286393,ordinary
26,1.6,0.023637516080222506,ordinary
27,1.6,0.026970669543135997,ordinary
28,1.6,0.030569763422379218,ordinary
29,1.6,0.034392105791224606,ordinary
30,1.6,0.038374352436120904,ordinary
31,1.6,0.042431846336430046,ordinary
32,1.6,0.04646012718253954,ordinary
33,1.6,0.050339066276716936,ordinary
34,1.6,0.053939700197531415,ordinary
35,1.6,0.05713330390385348,ordinary
36,1.6,0.05980168051182878,ordinary
37,1.6,0.061847223845855545,ordinary
38,1.6,0.06320119425873438,ordinary
39,1.6,0.06382891468315008,ordinary
40,1.6,0.06373118477305323,ordinary
41,1.6,0.0629419498468902,ordinary
42,1.6,0.06152292744004889,ordinary
43,1.6,0.05955631473909408,ordinary
44,1.6,0.05713680917555723,ordinary
45,1.6,0.054364015009064535,ordinary
46,1.6,0.05133598944062441,ordinary
47,1.6,0.04814432127960624,ordinary
48,1.6,0.04487082209371086,ordinary
49,1.6,0.04158568854499199,ordinary
50,1.6,0.038346871488369585,ordinary
51,1.6,0.035200345309007966,ordinary
52,1.6,0.032180984093159386,ordinary
53,1.6,0.029313794858614056,ordinary
54,1.6,0.02661531327780301,ordinary
55,1.6,0.024095021881828542,ordinary
56,1.6,0.02175669810435261,ordinary
57,1.6,0.0195996372088684,ordinary
58,1.6,0.017619723095578365,ordinary
59,1.6,0.015810339415166432,ordinary
60,1.6,0.014163126003392418,ordinary
61,1.6,0.01266859308210577,ordinary
62,1.6,0.01131660942871305,ordinary
63,1.6,0.01009678198909836,ordinary
64,1.6,0.008998744102706867,ordinary
65,1.6,0.00801236827669632,ordinary
66,1.6,0.0071279177410565565,ordinary
67,1.6,0.006336149137460636,ordinary
68,1.6,0.005628376828745637,ordinary
69,1.6,0.0049965075723594505,ordinary
70,1.6,0.004433052735849383,ordinary
71,1.6,0.003931123867007963,ordinary
72,1.6,0.003484416265756539,ordinary
73,1.6,0.00308718422700688,ordinary
74,1.6,0.00273421081500925,ordinary
75,1.6,0.0024207743689897486,ordinary
76,1.6,0.002142613405989066,ordinary
77,1.6,0.0018958911597623264,ordinary
78,1.6,0.0016771606563426242,ordinary
79,1.6,0.0014833309615793723,ordinary
80,1.6,0.0013116350300412351,ordinary
81,1.6,0.0011595994266356488,ordinary
82,1.6,0.0010250160725638298,ordinary
83,1.6,0.0009059160778991478,ordinary
84,1.6,0.0008005456576872978,ordinary
85,1.6,0.0007073440817792468,ordinary
86,1.6,0.0006249235764032962,ordinary
87,1.6,0.0005520510743859253,ordinary
88,1.6,0.00048763169825995564,ordinary
89,1.6,0.0004306938541343749,ordinary
90,1.6,0.0003803758124803546,ordinary
91,1.6,0.0003359136536167864,ordinary
92,1.6,0.0002966304596536041,ordinary
93,1.6,0.0002619266402032026,ordinary
94,1.6,0.0002312712857150948,ordinary
95,1.6,0.00020419444938774085,ordinary
96,1.6,0.00018028026593933135,ordinary
97,1.6,0.00015916082284001112,ordinary
98,1.6,0.0001405107067540002,ordinary
99,1.6,0.0001240421547963934,ordinary
100,1.6,0.00010950074670129263,ordinary
1,1.8,0.0005,ordinary
2,1.8,0.00054985,ordinary
3,1.8,0.0006225792367811,ordinary
4,1.8,0.0007207633905004409,ordinary
5,1.8,0.0008479958559310137,ordinary
6,1.8,0.0010090010282790096,ordinary
7,1.8,0.001209784697045449,ordinary
8,1.8,0.0014578225620545979,ordinary
9,1.8,0.0017622873773708433,ordinary
10,1.8,0.0021343138164621298,ordinary
11,1.8,0.002587297429091667,ordinary
12,1.8,0.003137219463148832,ordinary
13,1.8,0.003802982106561473,ordinary
14,1.8,0.004606727933831045,ordinary
15,1.8,0.005574101951943474,ordinary
16,1.8,0.0067343935860429815,ordinary
17,1.8,0.008120468545809048,ordinary
18,1.8,0.009768367097054568,ordinary
19,1.8,0.011716408238092653,ordinary
20,1.8,0.014003604721662684,ordinary
21,1.8,0.01666717352407761,ordinary
22,1.8,0.019738939607487474,ordinary
23,1.8,0.023240505196765446,ordinary
24,1.8,0.027177224885138705,ordinary
25,1.8,0.03153131614372329,ordinary
26,1.8,0.03625484751427502,ordinary
27,1.8,0.041263831239294946,ordinary
28,1.8,0.046435070758647196,ordinary
29,1.8,0.05160756150394978,ordinary
30,1.8,0.05658987364267397,ordinary
31,1.8,0.06117391418350363,ordinary
32,1.8,0.06515388513951623,ordinary
33,1.8,0.06834757383754146,ordinary
34,1.8,0.07061600419261302,ordinary
35,1.8,0.07187751705083123,ordinary
36,1.8,0.07211364733996614,ordinary
37,1.8,0.07136625518319688,ordinary
38,1.8,0.0697274311718707,ordinary
39,1.8,0.06732501534848907,ordinary
40,1.8,0.06430686084355512,ordinary
41,1.8,0.06082641486908424,ordinary
42,1.8,0.05703120779046419,ordinary
43,1.8,0.05305484976338401,ordinary
44,1.8,0.04901238657750376,ordinary
45,1.8,0.04499843609092672,ordinary
46,1.8,0.04108736974730507,ordinary
47,1.8,0.037334829276181244,ordinary
48,1.8,0.033779988407317954,ordinary
49,1.8,0.03044811885583749,ordinary
50,1.8,0.0273531611099547,ordinary
51,1.8,0.024500116493892915,ordinary
52,1.8,0.021887163432995342,ordinary
53,1.8,0.019507460442522183,ordinary
54,1.8,0.017350636376527777,ordinary
55,1.8,0.015403990538547659,ordinary
56,1.8,0.013653436285664323,ordinary
57,1.8,0.012084225606970613,ordinary
58,1.8,0.010681491643173177,ordinary
59,1.8,0.009430643183008932,ordinary
60,1.8,0.008317641104481417,ordinary
61,1.8,0.007329182323459476,ordinary
62,1.8,0.006452812535949794,ordinary
63,1.8,0.005676985140969609,ordinary
64,1.8,0.004991080316820808,ordinary
65,1.8,0.0043853953190061325,ordinary
66,1.8,0.0038511146497785744,ordinary
67,1.8,0.003380266770010568,ordinary
68,1.8,0.002965672426713792,ordinary
69,1.8,0.00260088839602489,ordinary
70,1.8,0.0022801494372442005,ordinary
71,1.8,0.0019983104698255553,ordinary
72,1.8,0.0017507903799121143,ordinary
73,1.8,0.001533518400488339,ordinary
74,1.8,0.0013428836599160593,ordinary
75,1.8,0.0011756882333444781,ordinary
76,1.8,0.0010291038406354028,ordinary
77,1.8,0.0009006321973058168,ordinary
78,1.8,0.0007880689290490538,ordinary
79,1.8,0.0006894708957674357,ordinary
80,1.8,0.0006031267299738939,ordinary
81,1.8,0.0005275303708466635,ordinary
82,1.8,0.00046135736446116006,ordinary
83,1.8,0.00040344369916845536,ordinary
84,1.8,0.0003527669499838468,ordinary
85,1.8,0.00030842951510311087,ordinary
86,1.8,0.0002696437397103771,ordinary
87,1.8,0.000235718735916628,ordinary
88,1.8,0.00020604872212013118,ordinary
89,1.8,0.00018010271969754878,ordinary
90,1.8,0.00015741545928743095,ordinary
91,1.8,0.00013757936272473326,ordinary
92,1.8,0.00012023747973786768,ordinary
93,1.8,0.00010507727071738069,ordinary
94,1.8,9.182513815265297e-05,ordinary
95,1.8,8.024161969550397e-05,ordinary
96,1.8,7.011716526119987e-05,ordinary
97,1.8,6.126842915143705e-05,ordinary
98,1.8,5.353501592632835e-05,ordinary
99,1.8,4.6776625716722685e-05,ordinary
100,1.8,4.087055091165014e-05,ordinary
1,2.0,0.0005,ordinary
2,2.0,0.00054985,ordinary
3,2.0,0.00062706889397975,ordinary
4,2.0,0.000735427256415968,ordinary
5,2.0,0.0008801968664838711,ordinary
6,2.0,0.0010683819863834033,ordinary
7,2.0,0.0013090191465240022,ordinary
8,2.0,0.0016135505327797574,ordinary
9,2.0,0.001996274526481348,ordinary
10,2.0,0.0024748729727672165,ordinary
11,2.0,0.0030710069842315017,ordinary
12,2.0,0.003810959580971103,ordinary
13,2.0,0.0047262816011671115,ordinary
14,2.0,0.005854363807744361,ordinary
15,2.0,0.007238809360903493,ordinary
16,2.0,0.008929413854029788,ordinary
17,2.0,0.010981474677705091,ordinary
18,2.0,0.013454053919547154,ordinary
19,2.0,0.016406728386578796,ordinary
20,2.0,0.01989431656482663,ordinary
21,2.0,0.02395914370229331,ordinary
22,2.0,0.02862068928713552,ordinary
23,2.0,0.033863059962361435,ordinary
24,2.0,0.03962169843243141,ordinary
25,2.0,0.045771974741875776,ordinary
26,2.0,0.05212344077921644,ordinary
27,2.0,0.058423892806639045,ordinary
28,2.0,0.06437621503935285,ordinary
29,2.0,0.0696679157568928,ordinary
30,2.0,0.07400896620354469,ordinary
31,2.0,0.07716979125278459,ordinary
32,2.0,0.07901013663225796,ordinary
33,2.0,0.07949202676652625,ordinary
34,2.0,0.07867509000980452,ordinary
35,2.0,0.07669770292769426,ordinary
36,2.0,0.07375046536010074,ordinary
37,2.0,0.07004874676800962,ordinary
38,2.0,0.06580922450936794,ordinary
39,2.0,0.06123283056654363,ordinary
40,2.0,0.05649440104895263,ordinary
41,2.0,0.05173802628283032,ordinary
42,2.0,0.04707658478562385,ordinary
43,2.0,0.04259395551066834,ordinary
44,2.0,0.03834867398879549,ordinary
45,2.0,0.03437814178259286,ordinary
46,2.0,0.030702813304323964,ordinary
47,2.0,0.02733003004983524,ordinary
48,2.0,0.024257345437992205,ordinary
49,2.0,0.021475295069167226,ordinary
50,2.0,0.018969632880508906,ordinary
51,2.0,0.016723087766136895,ordinary
52,2.0,0.014716709097927206,ordinary
53,2.0,0.012930871389857136,ordinary
54,2.0,0.011346003589786113,ordinary
55,2.0,0.009943100653099179,ordinary
56,2.0,0.008704066255062648,ordinary
57,2.0,0.007611926912303019,ordinary
58,2.0,0.006650950003528767,ordinary
59,2.0,0.005806691447100723,ordinary
60,2.0,0.0050659931475720245,ordinary
61,2.0,0.00441694569695658,ordinary
62,2.0,0.0038488280920426117,ordinary
63,2.0,0.0033520332736978508,ordinary
64,2.0,0.002917985977750073,ordinary
65,2.0,0.0025390575915220604,ordinary
66,2.0,0.0022084813328880413,ordinary
67,2.0,0.001920270023412174,ordinary
68,2.0,0.0016691379425175104,ordinary
69,2.0,0.0014504276679506893,ordinary
70,2.0,0.0012600423827779834,ordinary
71,2.0,0.0010943838240746228,ordinary
72,2.0,0.0009502958344953606,ordinary
73,2.0,0.0008250133325172445,ordinary
74,2.0,0.0007161164228640644,ordinary
75,2.0,0.0006214893120047769,ordinary
76,2.0,0.0005392836643689873,ordinary
77,2.0,0.0004678860252115319,ordinary
78,2.0,0.00040588893997340833,ordinary
79,2.0,0.0003520654130994031,ordinary
80,2.0,0.0003053463682972364,ordinary
81,2.0,0.00026480079474687257,ordinary
82,2.0,0.00022961828804590994,ordinary
83,2.0,0.00019909371946628176,ordinary
84,2.0,0.00017261379153708464,ordinary
85,2.0,0.0001496452614799293,ordinary
86,2.0,0.0001297246362383038,ordinary
87,2.0,0.00011244916354615507,ordinary
88,2.0,9.746896256917202e-05,ordinary
89,2.0,8.448015509960835e-05,ordinary
90,2.0,7.321887412074875e-05,ordinary
91,2.0,6.345604084539492e-05,ordinary
92,2.0,5.4992814162031024e-05,ordinary
93,2.0,4.7656627893785975e-05,ordinary
94,2.0,4.129774149623876e-05,ordinary
95,2.0,3.578623889898383e-05,ordinary
96,2.0,3.1009418238901425e-05,ordinary
97,2.0,2.6869522341958122e-05,ordinary
98,2.0,2.3281766080842527e-05,ordinary
99,2.0,2.017262225681412e-05,ordinary
100,2.0,1.747833250769221e-05,ordinary
1,2.2,0.0005,ordinary
2,2.2,0.00054985,ordinary
3,2.2,0.0006315585511784,ordinary
4,2.2,0.0007503589341187266,ordinary
5,2.2,0.0009136123983760681,ordinary
6,2.2,0.0011312223600374346,ordinary
7,2.2,0.0014161696745908611,ordinary
8,2.2,0.0017851825243850761,ordinary
9,2.2,0.0022595507478538734,ordinary
10,2.2,0.0028660846546651694,ordinary
11,2.2,0.003638198551431924,ordinary
12,2.2,0.0046170635302996785,ordinary
13,2.2,0.0058527145813832,ordinary
14,2.2,0.007404903965587335,ordinary
15,2.2,0.009343356185175592,ordinary
16,2.2,0.011746894907976146,ordinary
17,2.2,0.014700689364234602,ordinary
18,2.2,0.01829065153798119,ordinary
19,2.2,0.022593910928440396,ordinary
20,2.2,0.027664492114233573,ordinary
21,2.2,0.03351409701372643,ordinary
22,2.2,0.04008952262700669,ordinary
23,2.2,0.04725076714051944,ordinary
24,2.2,0.054756724865444764,ordinary
25,2.2,0.06226706466460885,ordinary
26,2.2,0.0693673178143389,ordinary
27,2.2,0.07561797429477997,ordinary
28,2.2,0.0806187989630984,ordinary
29,2.2,0.08407132134480585,ordinary
30,2.2,0.08582108481658184,ordinary
31,2.2,0.08586858152545718,ordinary
32,2.2,0.08434976244313193,ordinary
33,2.2,0.08149673647257916,ordinary
34,2.2,0.07759248057968626,ordinary
35,2.2,0.07293063227181203,ordinary
36,2.2,0.06778611838645386,ordinary
37,2.2,0.062397603178328605,ordinary
38,2.2,0.05695988178974705,ordinary
39,2.2,0.05162331575875921,ordinary
40,2.2,0.046497528824395805,ordinary
41,2.2,0.04165719963080854,ordinary
42,2.2,0.03714848734899777,ordinary
43,2.2,0.03299521463681878,ordinary
44,2.2,0.029204357553359418,ordinary
45,2.2,0.02577066818229489,ordinary
46,2.2,0.0226804185489646,ordinary
47,2.2,0.019914339940874562,ordinary
48,2.2,0.017449868627634937,ordinary
49,2.2,0.015262817498094541,ordinary
50,2.2,0.013328586557748079,ordinary
51,2.2,0.011623011720221756,ordinary
52,2.2,0.01012293560875889,ordinary
53,2.2,0.008806568698947172,ordinary
54,2.2,0.007653695301042153,ordinary
55,2.2,0.006645767054393863,ordinary
56,2.2,0.005765916828484802,ordinary
57,2.2,0.004998918030610715,ordinary
58,2.2,0.004331108060417187,ordinary
59,2.2,0.00375028975900498,ordinary
60,2.2,0.003245620922856545,ordinary
61,2.2,0.0028074990679850965,ordinary
62,2.2,0.002427446449313175,ordinary
63,2.2,0.0020979987095326278,ordinary
64,2.2,0.0018125993256703386,ordinary
65,2.2,0.0015655011409620259,ordinary
66,2.2,0.0013516756363360558,ordinary
67,2.2,0.0011667301490023829,ordinary
68,2.2,0.0010068329383065078,ordinary
69,2.2,0.0008686457950409346,ordinary
70,2.2,0.0007492637622591139,ordinary
71,2.2,0.0006461614624169638,ordinary
72,2.2,0.0005571454916277682,ordinary
73,2.2,0.00048031233516697246,ordinary
74,2.2,0.0004140112703407385,ordinary
75,2.2,0.00035681174697809554,ordinary
76,2.2,0.00030747476741056366,ordinary
77,2.2,0.0002649278234726593,ordinary
78,2.2,0.00022824298538788522,ordinary
79,2.2,0.00019661777473107427,ordinary
80,2.2,0.00016935848985853935,ordinary
81,2.2,0.00014586568655228357,ordinary
82,2.2,0.00012562154870448617,ordinary
83,2.2,0.00010817891345312996,ordinary
84,2.2,9.315174219542436e-05,ordinary
85,2.2,8.020685338009539e-05,ordinary
86,2.2,6.905675500733227e-05,ordinary
87,2.2,5.9453434483256354e-05,ordinary
88,2.2,5.118298104571158e-05,ordinary
89,2.2,4.4060931573103016e-05,ordinary
90,2.2,3.7928244383733634e-05,ordinary
91,2.2,3.2647817801961785e-05,ordinary
92,2.2,2.8101480974403074e-05,ordinary
93,2.2,2.41873938192552e-05,ordinary
94,2.2,2.0817801228220863e-05,ordinary
95,2.2,1.7917093845102006e-05,ordinary
96,2.2,1.542013403762413e-05,ordinary
97,2.2,1.3270811167460145e-05,ordinary
98,2.2,1.1420795044714558e-05,ordinary
99,2.2,9.82846061388538e-06,ordinary
100,2.2,8.45796053554443e-06,ordinary
1,2.4,0.0005,ordinary
2,2.4,0.00054985,ordinary
3,2.4,0.0006360482083770499,ordinary
4,2.4,0.0007655583679561,ordinary
5,2.4,0.0009482657928469428,ordinary
6,2.4,0.0011976583577872186,ordinary
7,2.4,0.0015317121168444833,ordinary
8,2.4,0.001974010594302236,ordinary
9,2.4,0.002555118768056034,ordinary
10,2.4,0.0033142106164539774,ordinary
11,2.4,0.004300902451563114,ordinary
12,2.4,0.0055771575238989695,ordinary
13,2.4,0.007218979093659018,ordinary
14,2.4,0.009317373909339975,ordinary
15,2.4,0.011977724887493293,ordinary
16,2.4,0.015316266093769654,ordinary
17,2.4,0.019451880661955055,ordinary
18,2.4,0.024491160520533274,ordinary
19,2.4,0.03050501440879558,ordinary
20,2.4,0.03749675575504352,ordinary
21,2.4,0.04536520361620032,ordinary
22,2.4,0.05387183887834246,ordinary
23,2.4,0.06262661733808268,ordinary
24,2.4,0.07110839365936077,ordinary
25,2.4,0.07872814939847148,ordinary
26,2.4,0.08492573530054473,ordinary
27,2.4,0.08927181974191112,ordinary
28,2.4,0.09153989517750312,ordinary
29,2.4,0.09172569935455674,ordinary
30,2.4,0.09001531968788233,ordinary
31,2.4,0.08672235848017426,ordinary
32,2.4,0.08221919259607012,ordinary
33,2.4,0.07688016856057889,ordinary
34,2.4,0.07104390810066828,ordinary
35,2.4,0.06499390365094987,ordinary
36,2.4,0.058952857766949106,ordinary
37,2.4,0.053085649955280985,ordinary
38,2.4,0.047506762450977576,ordinary
39,2.4,0.042289319535625015,ordinary
40,2.4,0.0374740489354397,ordinary
41,2.4,0.03307730213362548,ordinary
42,2.4,0.029097795724571336,ordinary
43,2.4,0.0255220357812037,ordinary
44,2.4,0.022328538579184903,ordinary
45,2.4,0.019491022848938874,ordinary
46,2.4,0.016980760794643914,ordinary
47,2.4,0.014768262208729897,ordinary
48,2.4,0.012824442587427159,ordinary
49,2.4,0.011121400125179842,ordinary
50,2.4,0.009632901798407166,ordinary
51,2.4,0.008334657152379557,ordinary
52,2.4,0.007204440367800502,ordinary
53,2.4,0.006222106581251013,ordinary
54,2.4,0.005369536870648159,ordinary
55,2.4,0.004630537312534759,ordinary
56,2.4,0.003990710599567489,ordinary
57,2.4,0.003437313451189036,ordinary
58,2.4,0.002959109099619046,ordinary
59,2.4,0.0025462211929679797,ordinary
60,2.4,0.002189993291794519,ordinary
61,2.4,0.0018828565589352015,ordinary
62,2.4,0.0016182071101460342,ordinary
63,2.4,0.001390293693287194,ordinary
64,2.4,0.0011941158109146077,ordinary
65,2.4,0.0010253320301603815,ordinary
66,2.4,0.0008801779855067659,ordinary
67,2.4,0.0007553934375182336,ordinary
68,2.4,0.0006481576761663782,ordinary
69,2.4,0.0005560325305423775,ordinary
70,2.4,0.0004769122523634932,ordinary
71,2.4,0.00040897956766385436,ordinary
72,2.4,0.00035066723138311805,ordinary
73,2.4,0.0003006244674745871,ordinary
74,2.4,0.00025768772858588605,ordinary
75,2.4,0.00022085526151183646,ordinary
76,2.4,0.00018926501559234405,ordinary
77,2.4,0.00016217547980999206,ordinary
78,2.4,0.00013894907979832878,ordinary
79,2.4,0.00011903780791268512,ordinary
80,2.4,0.00010197079779206291,ordinary
81,2.4,8.734358946953237e-05,ordinary
82,2.4,7.480886219527266e-05,ordinary
83,2.4,6.406843991526166e-05,ordinary
84,2.4,5.4866399033752926e-05,ordinary
85,2.4,4.6983129932264404e-05,ordinary
86,2.4,4.023022297985024e-05,ordinary
87,2.4,3.444606670207713e-05,ordinary
88,2.4,2.949206062136161e-05,ordinary
89,2.4,2.524935826611751e-05,ordinary
90,2.4,2.1616067180376812e-05,ordinary
91,2.4,1.8504842641068312e-05,ordinary
92,2.4,1.584082038085255e-05,ordinary
93,2.4,1.3559841076752887e-05,ordinary
94,2.4,1.16069258386792e-05,ordinary
95,2.4,9.934967541775868e-06,ordinary
96,2.4,8.503607702606432e-06,ordinary
97,2.4,7.278272798846377e-06,ordinary
98,2.4,6.229347561038122e-06,ordinary
99,2.4,5.331465898223182e-06,ordinary
100,2.4,4.562902822696111e-06,ordinary
1,2.6,0.0005,ordinary
2,2.6,0.00054985,ordinary
3,2.6,0.0006405378655756999,ordinary
4,2.6,0.0007810255022772138,ordinary
5,2.6,0.0009841803473397035,ordinary
6,2.6,0.0012678285473715603,ordinary
7,2.6,0.0016561396534894397,ordinary
8,2.6,0.0021813980927649843,ordinary
9,2.6,0.0028862003774441517,ordinary
10,2.6,0.0038260698573471443,ordinary
11,2.6,0.005072377904778125,ordinary
12,2.6,0.006715263584688958,ordinary
13,2.6,0.008865900965311844,ordinary
14,2.6,0.011656917220308146,ordinary
15,2.6,0.015238987282310087,ordinary
16,2.6,0.019770705091402746,ordinary
17,2.6,0.025398107774567948,ordinary
18,2.6,0.03222053570659825,ordinary
19,2.6,0.04024225322262155,ordinary
20,2.6,0.049315948136251175,ordinary
21,2.6,0.059094831412784814,ordinary
22,2.6,0.06902018992693916,ordinary
23,2.6,0.07837098198785837,ordinary
24,2.6,0.08638165968359329,ordinary
25,2.6,0.09239770892821172,ordinary
26,2.6,0.09600983828601545,ordinary
27,2.6,0.09711413888081355,ordinary
28,2.6,0.09588524502199623,ordinary
29,2.6,0.09269079865675525,ordinary
30,2.6,0.08799054143608136,ordinary
31,2.6,0.0822523424737991,ordinary
32,2.6,0.0758978610093774,ordinary
33,2.6,0.06927607758062276,ordinary
34,2.6,0.06265684087654232,ordinary
35,2.6,0.056236199320513706,ordinary
36,2.6,0.05014726229127112,ordinary
37,2.6,0.04447262404679784,ordinary
38,2.6,0.03925618412085772,ordinary
39,2.6,0.03451338368905821,ordinary
40,2.6,0.030239568652849318,ordinary
41,2.6,0.026416549068472673,ordinary
42,2.6,0.023017582913813804,ordinary
43,2.6,0.02001105965757862,ordinary
44,2.6,0.01736315079393264,ordinary
45,2.6,0.015039661988161849,ordinary
